Player Name,Country,Role,Base_Price,Selling_Price,Team,Bid,Team_ID
Arzan Nagwaswalla,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Akash Singh,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Yash Thakur,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Vasu Vats,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Mujtaba Yousuf,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Pankaj Jaswal,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Lukman Hussain Meriwala,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Vyshak Vijay Kumar,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Zeeshan Ansari,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Yuvraj Chudasama,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Dharmendrasinh Jadeja,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Khrievitso Kense,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Prince Balwant Rai,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Pardeep Sahu,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Sudhesan Midhun,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Mohit Avasthi,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Sushant Mishra,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
G Periyasamy,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
MHarishankar Reddy,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
R Silambarasan,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Aditya Thakare,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Tanveer Ul Haq,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Prithiviraj Yerra,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Satyajeet Bachhav,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Chintal Gandhi,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Manav Suthar,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Milind Tandon,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Sagar Udeshi,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Kushaal Wadhwani,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Akshay Wakhare,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Stephen Cheepurupalli,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Aniket Choudhary,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Kartikeya Kak,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Kulwant Khejroliya,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Ronit More,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
M Nidheesh,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Babasafi Pathan,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Vidyadhar Patil,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Mukesh Kumar Singh,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
R Alexandar,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Jasmer Dhankhar,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Prerit Dutta,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
S Kishan Kumar,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Swaraj Wabale,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Jaideep Bhambhu,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
V Koushik,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Akash Madhwal,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Amit Mishra,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Anuj Raj,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Abhijeet Saket,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Rahul Shukla,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Bandaru Ayyappa,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Gurnoor Singh Brar,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Akash Choudhary,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Mohit Jangra,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Aaqib Khan,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Arpit Guleria,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Vipul Krishna,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Safvan Patel,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Chinntla Readdi,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Manish Reddy,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Ravi Sharma,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Shubham Singh,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
V Athisayaraj,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
MB Darshan,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
V Gowtham,India,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Rajat Patidar,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Mohammed Azharuddeen,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Vishnu Solanki,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Sachin Baby,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Ricky Bhui,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Himanshu Rana,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Harnoor Singh,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Himmat Singh,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Virat Singh,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Tanmay Agarwal,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Shivam Chauhan,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Nikhil Gangta,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Rohan Kadam,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Priyank Panchal,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Sameer Rizvi,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Ritwik Roy Chowdhury,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Apoorv Wankhade,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Ankush Bains,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Prashant Chopra,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Kedar Devdhar,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Shreevats Goswami,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Akshdeep Nath,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Aditya Tare,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Upendra Singh Yadav,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Sudip Chatterjee,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Hiten Dalal,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Abhimanyu Easwaran,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Rahul Gahlaut,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Amandeep Khare,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Mayank Rawat,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Dhruv Shorey,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Kaif Ahmad,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Shubhum Arora,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Eknath Kerkar,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Nikhil Naik,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Urvil Patel,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
BR Sharath,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
KL Shrijith,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Qamran Iqbal,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Ishank Jaggi,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Rohan Kunnummal,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Tanmay Srivastava,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Yash Nahar,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Shubham Singh Rohilla,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Naushad Shaikh,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Rahul Chandrol,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Harvik Desai,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Tarang Gohel,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Fazil Makaya,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Sandeep Kumar Tomar,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Siddhesh Wath,India,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Bhupen Lalwani,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Henan Malik,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Pukhraj Mann,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Shashwat Rawat,India,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Piyush Chawla,India,BOWLER,10000000,0,N.A.,UNSOLD,N.A.
Kedar Jadhav,India,ALL-ROUNDER,10000000,0,N.A.,UNSOLD,N.A.
Amit Mishra,India,BOWLER,15000000,0,N.A.,UNSOLD,N.A.
Ishant Sharma,India,BOWLER,15000000,0,N.A.,UNSOLD,N.A.
Suresh Raina,India,BATSMAN,20000000,0,N.A.,UNSOLD,N.A.
Jalaj Saxena,India,BOWLER,3000000,0,N.A.,UNSOLD,N.A.
Harpreet Bhatia,India,BATSMAN,4000000,0,N.A.,UNSOLD,N.A.
Arun Karthick,India,WICKETKEEPER,4000000,0,N.A.,UNSOLD,N.A.
Cheteshwar Pujara,India,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Saurabh Tiwary,India,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Sandeep Warrier,India,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Rahul Sharma,India,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Hanuma Vihari,India,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Pawan Negi,India,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Manoj Tiwary,India,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Parvez Rasool,India,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Mohit Sharma,India,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Barinder Sran,India,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Murali Vijay,India,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
S Sreesanth,India,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Dhawal Kulkarni,India,BOWLER,7500000,0,N.A.,UNSOLD,N.A.
Marnus Labuschagne,Australia,BATSMAN,10000000,0,N.A.,UNSOLD,N.A.
Tabraiz Shamsi,South Africa,BOWLER,10000000,0,N.A.,UNSOLD,N.A.
Joshua Philippe,Australia,WICKETKEEPER,10000000,0,N.A.,UNSOLD,N.A.
Andrew Tye,Australia,BOWLER,10000000,0,N.A.,UNSOLD,N.A.
Rilee Rossouw,South Africa,BATSMAN,10000000,0,N.A.,UNSOLD,N.A.
Roston Chase,West Indies,ALL-ROUNDER,10000000,0,N.A.,UNSOLD,N.A.
Moises Henriques,Australia,ALL-ROUNDER,10000000,0,N.A.,UNSOLD,N.A.
Colin De Grandhomme,New Zealand,ALL-ROUNDER,10000000,0,N.A.,UNSOLD,N.A.
James Faulkner,Australia,ALL-ROUNDER,10000000,0,N.A.,UNSOLD,N.A.
Darcy Short,Australia,ALL-ROUNDER,10000000,0,N.A.,UNSOLD,N.A.
Aaron Finch,Australia,BATSMAN,15000000,0,N.A.,UNSOLD,N.A.
Dawid Malan,England,BATSMAN,15000000,0,N.A.,UNSOLD,N.A.
Eoin Morgan,England,BATSMAN,15000000,0,N.A.,UNSOLD,N.A.
Chris Lynn,Australia,BATSMAN,15000000,0,N.A.,UNSOLD,N.A.
Usman Khawaja,Australia,BATSMAN,15000000,0,N.A.,UNSOLD,N.A.
Lewis Gregory,England,ALL-ROUNDER,15000000,0,N.A.,UNSOLD,N.A.
Kane Richardson,Australia,BOWLER,15000000,0,N.A.,UNSOLD,N.A.
Colin Munro,New Zealand,ALL-ROUNDER,15000000,0,N.A.,UNSOLD,N.A.
Steven Smith,Australia,BATSMAN,20000000,0,N.A.,UNSOLD,N.A.
Shakib Al Hasan,Bangladesh,ALL-ROUNDER,20000000,0,N.A.,UNSOLD,N.A.
Adil Rashid,England,BOWLER,20000000,0,N.A.,UNSOLD,N.A.
Imran Tahir,South Africa,BOWLER,20000000,0,N.A.,UNSOLD,N.A.
Mujeeb Zadran,Afghanistan,BOWLER,20000000,0,N.A.,UNSOLD,N.A.
Adam Zampa,Australia,BOWLER,20000000,0,N.A.,UNSOLD,N.A.
James Vince,England,BATSMAN,20000000,0,N.A.,UNSOLD,N.A.
Marchant De Lange,South Africa,BOWLER,20000000,0,N.A.,UNSOLD,N.A.
Saqib Mahmood,England,BOWLER,20000000,0,N.A.,UNSOLD,N.A.
Ashton Agar,Australia,ALL-ROUNDER,20000000,0,N.A.,UNSOLD,N.A.
Craig Overton,England,ALL-ROUNDER,20000000,0,N.A.,UNSOLD,N.A.
Hayden Kerr,Australia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Matheesha Pathirana,Sri Lanka,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Jacob Lintott,England,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Izharulhuq Naveed,Afghanistan,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Tanveer Sangha,Australia,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Alex Ross,Australia,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Cam Fletcher,New Zealand,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Ryan Rickelton,South Africa,WICKETKEEPER,2000000,0,N.A.,UNSOLD,N.A.
Adithya Ashok,New Zealand,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Jon Russ Jaggesar,West Indies,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Kevin Koththigoda,Sri Lanka,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Donowan Ferreira,South Africa,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Jake Weatherald,Australia,BATSMAN,2000000,0,N.A.,UNSOLD,N.A.
Gerald Coetzee,South Africa,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Nandre Burger,South Africa,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Nuwan Thushara,Sri Lanka,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Gael Pretorius,South Africa,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Ruben Trumpelmann,Namibia,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Corbin Bosch,South Africa,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Nathan McAndrew,Australia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Tom Rogers,Australia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Johannes Smit,Namibia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Ottneil Baartman,South Africa,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Khwezi Gumede,South Africa,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Liam Guthrie,Australia,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Liam Hatcher,Australia,BOWLER,2000000,0,N.A.,UNSOLD,N.A.
Shafiqullah Ghafari,Afghanistan,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Jason Sangha,Australia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Duan Jansen,South Africa,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Matthew Short,Australia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Nyeem Young,West Indies,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Ryan John,West Indies,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Beyers Swanepoel,South Africa,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Aidan Cahill,Australia,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Mark Deyal,West Indies,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Safyaan Sharif,Scotland,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Henry Shipley,New Zealand,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Johan Van Dyk,South Africa,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Dunith Wellalage,Sri Lanka,ALL-ROUNDER,2000000,0,N.A.,UNSOLD,N.A.
Ben Dwarshuis,Australia,BOWLER,3000000,0,N.A.,UNSOLD,N.A.
Matt Kelly,Australia,BOWLER,3000000,0,N.A.,UNSOLD,N.A.
Sandeep Lamichhane,Nepal,BOWLER,4000000,0,N.A.,UNSOLD,N.A.
Tom Kohler-Cadmore,England,BATSMAN,4000000,0,N.A.,UNSOLD,N.A.
Laurie Evans,England,BATSMAN,4000000,0,N.A.,UNSOLD,N.A.
Kennar Lewis,West Indies,WICKETKEEPER,4000000,0,N.A.,UNSOLD,N.A.
Ali Khan,USA,BOWLER,4000000,0,N.A.,UNSOLD,N.A.
Chris Green,Australia,ALL-ROUNDER,4000000,0,N.A.,UNSOLD,N.A.
Sheldon Cottrell,West Indies,BOWLER,7500000,0,N.A.,UNSOLD,N.A.
Reece Topley,England,BOWLER,7500000,0,N.A.,UNSOLD,N.A.
Todd Astle,New Zealand,BOWLER,7500000,0,N.A.,UNSOLD,N.A.
Martin Guptill,New Zealand,BATSMAN,7500000,0,N.A.,UNSOLD,N.A.
Ben Cutting,Australia,ALL-ROUNDER,7500000,0,N.A.,UNSOLD,N.A.
Scott Kuggeleijn,New Zealand,ALL-ROUNDER,7500000,0,N.A.,UNSOLD,N.A.
Darren Bravo,West Indies,BATSMAN,7500000,0,N.A.,UNSOLD,N.A.
Carlos Brathwaite,West Indies,ALL-ROUNDER,7500000,0,N.A.,UNSOLD,N.A.
Keemo Paul,West Indies,ALL-ROUNDER,7500000,0,N.A.,UNSOLD,N.A.
Billy Stanlake,Australia,BOWLER,7500000,0,N.A.,UNSOLD,N.A.
Qais Ahmad,Afghanistan,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Ish Sodhi,New Zealand,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Najibullah Zadran,Afghanistan,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Charith Asalanka,Sri Lanka,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
George Garton,England,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Litton Das,Bangladesh,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Niroshan Dickwella,Sri Lanka,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Andre Fletcher,West Indies,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Rahmanullah Gurbaz,Afghanistan,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Shai Hope,West Indies,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Heinrich Klaasen,South Africa,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Ben Mcdermott,Australia,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Kusal Mendis,Sri Lanka,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Kusal Perera,Sri Lanka,WICKETKEEPER,5000000,0,N.A.,UNSOLD,N.A.
Akila Dhananjaya,Sri Lanka,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Zahir Khan,Afghanistan,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Keshav Maharaj,South Africa,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Waqar Salamkheil,Afghanistan,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Hayden Walsh,West Indies,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Brandon King,West Indies,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Janneman Malan,South Africa,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Paul Stirling,Ireland,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Hazratullah Zazai,Afghanistan,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Akeal Hosein,West Indies,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Karim Janat,Afghanistan,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Taskin Ahmed,Bangladesh,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Naveen Ul Haq,Afghanistan,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
David Wiese,Namibia,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Shamrah Brooks,West Indies,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Avishka Fernando,Sri Lanka,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Zubayr Hamza,South Africa,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Pathum Nissaanka,Sri Lanka,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Kurtis Patterson,Australia,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Hashmatullah Shahidi,Afghanistan,BATSMAN,5000000,0,N.A.,UNSOLD,N.A.
Gulbadin Naib,Afghanistan,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Dasun Shanaka,Sri Lanka,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Wesley Agar,Australia,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Shoriful Islam,Bangladesh,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Josh Little,Ireland,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Blessing Muzarabani,Zimbabwe,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Jayden Seales,West Indies,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Neil Wagner,New Zealand,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Curtis Campher,Ireland,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Wayne Parnell,South Africa,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Samit Patel,England,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Thisara Perera,Sri Lanka,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Jack Wildermuth,Australia,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Hamish Bennett,New Zealand,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Daryn Dupavillon,South Africa,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Fidel Edwards,West Indies,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Hamid Hassan,Afghanistan,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Lahiru Kumara,Sri Lanka,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Joel Paris,Australia,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Oshane Thomas,West Indies,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Blair Tickner,New Zealand,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Isuru Udana,Sri Lanka,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
Mark Adnair,Ireland,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Hilton Cartwright,Australia,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Gareth Delany,Ireland,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Danushka Gunatilaka,Sri Lanka,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Anaru Kitchen,New Zealand,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Dhananjaya Lakshan,Sri Lanka,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Sisanda Magala,South Africa,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Andile Phehlukwayo,South Africa,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Seekkuge Prasanna,Sri Lanka,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Raymon Reifer,West Indies,ALL-ROUNDER,5000000,0,N.A.,UNSOLD,N.A.
Brad Wheal,Scotland,BOWLER,5000000,0,N.A.,UNSOLD,N.A.
